brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,horsepower,litres,cylinders,reselling_time,registration_date,reselling_date
Dodge,Ram 1500 Quad Cab,2002,179000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6500,245.0,5.9,8.0,,2023-10-08,
BMW,X7 xDrive40i,2022,38671,Hybrid,3.0 Liter Turbo,Automatic,Gray,Beige,None reported,No,66998,294.0,3.0,6.0,53.0,2023-07-18,2023-09-09
Jeep,Wrangler Unlimited X,2007,135465,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,15750,205.0,3.8,6.0,85.0,2023-06-30,2023-09-23
MINI,Countryman Cooper S ALL4,2014,79000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,17000,181.0,1.6,4.0,92.0,2023-01-18,2023-04-20
Nissan,Maxima SV,2012,42259,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,17000,290.0,3.5,6.0,93.0,2023-01-15,2023-04-18
Toyota,Camry Solara SLE V6,2006,159890,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6500,225.0,3.3,6.0,,2023-08-05,
Lexus,RX 450h Base,2022,15833,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,None reported,Yes,52000,308.0,3.5,6.0,85.0,2023-01-11,2023-04-06
BMW,328 i xDrive,2013,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13500,240.0,2.0,4.0,67.0,2023-07-11,2023-09-16
BMW,135 i,2009,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,15500,300.0,3.0,6.0,65.0,2023-03-16,2023-05-20
BMW,X7 M50i,2021,7121,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,No,94998,263.0,4.4,5.0,64.0,2023-07-28,2023-09-30
Volvo,C30 T5 Premier Plus,2013,73000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,13900,227.0,2.5,5.0,29.0,2023-01-23,2023-02-21
Karma,Revero Base,2018,21000,Electric,403.0HP 2.0L Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,51000,403.0,2.0,5.0,27.0,2023-05-23,2023-06-19
BMW,X7 xDrive40i,2021,30309,Hybrid,3.0 Liter Turbo,Automatic,Blue,Gray,None reported,No,63598,346.0,3.0,5.5,13.0,2023-01-26,2023-02-08
BMW,740 i,2016,73000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23999,320.0,3.0,6.0,13.0,2023-03-03,2023-03-16
Ford,Edge SEL,2019,26465,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Gray,None reported,No,24998,293.0,2.0,4.0,13.0,2023-09-21,2023-10-04
Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,26870,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Red,At least 1 accident or damage reported,Yes,34645,267.0,2.0,4.0,13.0,2023-02-14,2023-02-27
Honda,Pilot EX,2004,184000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,10500,240.0,3.5,6.0,60.0,2023-01-04,2023-03-05
BMW,X7 ALPINA XB7,2022,4514,Gasoline,4.4 Liter Twin Turbo,Automatic,Gray,Black,None reported,No,132998,325.0,4.4,7.0,60.0,2023-05-25,2023-07-24
RAM,2500 Tradesman,2022,1300,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,48000,410.0,6.4,8.0,59.0,2023-02-16,2023-04-16
Jeep,Grand Cherokee Limited,2018,49924,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26500,293.0,3.6,6.0,54.0,2023-07-08,2023-08-31
GMC,Yukon Denali,2019,36526,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,57850,420.0,6.2,8.0,54.0,2023-01-10,2023-03-05
BMW,M6 Base,2015,37000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,45950,560.0,4.4,8.0,54.0,2023-04-05,2023-05-29
Acura,MDX 3.5L w/Advance & Entertainment Pkgs,2017,79884,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Gray,Black,At least 1 accident or damage reported,No,24840,365.0,3.5,6.0,10.0,2023-09-03,2023-09-13
Volkswagen,Beetle 1.8T,2016,30000,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,19000,170.0,1.8,4.0,10.0,2023-02-14,2023-02-24
BMW,X6 M Base,2021,11102,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,101000,600.0,4.4,8.0,10.0,2023-09-26,2023-10-06
Ford,Mustang GT Premium,2012,105500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,19000,412.0,5.0,8.0,,2023-09-20,
BMW,X7 xDrive50i,2019,31157,Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,Black,Beige,None reported,No,65998,375.0,4.4,7.0,30.0,2023-03-19,2023-04-18
Kia,Sorento LX V6,2019,86204,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Black,Gray,At least 1 accident or damage reported,No,20708,337.0,3.3,6.0,38.0,2023-04-07,2023-05-15
BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,17995,300.0,3.0,6.0,38.0,2023-03-04,2023-04-11
Aston,Martin V8 Vantage Base,2010,25991,Gasoline,420.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,69995,420.0,4.7,8.0,39.0,2023-07-01,2023-08-09
Mercedes-Benz,CLK-Class CLK 350,2008,73000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,8400,268.0,3.5,6.0,42.0,2023-04-06,2023-05-18
BMW,740 i,2018,40989,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,35000,320.0,3.0,6.0,24.0,2023-09-15,2023-10-09
Dodge,Caliber Express,2010,102681,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,6000,158.0,2.0,4.0,41.0,2023-03-25,2023-05-05
Acura,ZDX Base,2010,123000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13888,300.0,3.7,6.0,58.0,2023-03-22,2023-05-19
Jeep,Wrangler X,2005,160900,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,7200,190.0,4.0,6.0,91.0,2023-02-24,2023-05-26
BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21900,414.0,4.0,8.0,,2023-09-07,
BMW,M3 Base,2011,72277,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34950,414.0,4.0,8.0,,2023-08-25,
Porsche,Panamera 4 Platinum Edition,2022,10627,Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch",Blue,Black,None reported,No,99000,332.0,2.9,6.0,69.0,2023-07-24,2023-10-01
Ford,Explorer XLT,2020,67015,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Red,None reported,No,28590,378.0,2.3,4.0,29.0,2023-01-04,2023-02-02
BMW,M4 Base,2018,19600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,62000,425.0,3.0,6.0,11.0,2023-07-29,2023-08-09
Cadillac,Escalade Luxury,2015,99897,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,26950,420.0,6.2,8.0,28.0,2023-01-09,2023-02-06
Mercedes-Benz,SL-Class SL 550,2014,127500,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,29000,429.0,4.7,8.0,48.0,2023-02-15,2023-04-04
Ford,Expedition Limited,2021,23842,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Gray,None reported,Yes,59203,632.0,3.5,6.0,,2023-10-03,
BMW,M6 Base,2014,65550,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,39985,560.0,4.4,8.0,,2023-09-08,
Ford,Bronco Wildtrak Advanced,2022,15600,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,At least 1 accident or damage reported,Yes,68995,315.0,2.7,6.0,51.0,2023-02-04,2023-03-27
Lexus,LC 500 Base,2021,22400,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,81900,471.0,5.0,8.0,34.0,2023-03-26,2023-04-29
Lexus,LS 460 Crafted Line,2015,89150,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,31900,360.0,4.6,8.0,19.0,2023-01-06,2023-01-25
Audi,A3 2.0T Tech Premium,2018,49500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,25000,220.0,2.0,4.0,15.0,2023-05-30,2023-06-14
Audi,S8 4.2 quattro,2003,126000,Gasoline,360.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,Unknown,No,13850,360.0,4.2,8.0,44.0,2023-03-07,2023-04-20
Volkswagen,Golf GTI 2.0T Autobahn 4-Door,2015,85385,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,15550,210.0,2.0,4.0,56.0,2023-03-22,2023-05-17
Hyundai,Tucson SE,2018,66126,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,Blue,Gray,None reported,No,19190,252.0,2.0,4.0,,2023-10-06,
Hyundai,Santa Fe SEL,2021,25000,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gray,None reported,Yes,28500,191.0,2.5,4.0,16.0,2023-03-21,2023-04-06
Nissan,Armada Platinum,2017,92000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,20900,390.0,5.6,8.0,17.0,2023-06-24,2023-07-11
Lexus,GX 470 Base,2008,123500,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14500,263.0,4.7,8.0,44.0,2023-04-21,2023-06-04
Cadillac,CTS Premium,2013,105000,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,12000,318.0,3.6,6.0,60.0,2023-03-26,2023-05-25
Audi,R8 Base,2008,49000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,63000,420.0,4.2,8.0,60.0,2023-03-23,2023-05-22
Jaguar,F-PACE S,2020,28357,Gasoline,3.0 Liter,Automatic,Silver,Gray,None reported,No,47598,352.0,3.0,7.0,59.0,2023-05-03,2023-07-01
Chevrolet,Silverado 1500 1LT,2018,81000,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,32000,285.0,4.3,6.0,67.0,2023-03-19,2023-05-25
Ford,Expedition Limited,2021,45000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,52000,375.0,3.5,6.0,55.0,2023-01-15,2023-03-11
Toyota,Sequoia Platinum,2011,173456,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,16000,381.0,5.7,8.0,75.0,2023-01-19,2023-04-04
BMW,M440 i,2021,13700,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,Unknown,No,60000,382.0,3.0,6.0,58.0,2023-01-13,2023-03-12
Audi,A8 L 55,2019,93400,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Brown,None reported,Yes,42500,335.0,3.0,6.0,72.0,2023-06-26,2023-09-06
Toyota,Avalon XLE,2015,90000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,18200,268.0,3.5,6.0,86.0,2023-03-29,2023-06-23
Porsche,Macan Base,2017,40600,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,32000,252.0,2.0,4.0,,2023-08-07,
Mercedes-Benz,Metris Base,2020,3921,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,Black,None reported,Yes,175000,293.0,2.0,4.0,30.0,2023-09-16,2023-10-16
Lexus,RX 350 Base,2011,187450,Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10400,275.0,3.5,6.0,82.0,2023-02-03,2023-04-26
Toyota,Supra A91 Edition,2021,6400,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,68000,382.0,3.0,6.0,68.0,2023-01-06,2023-03-15
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,54500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,37995,362.0,3.0,6.0,56.0,2023-07-27,2023-09-21
BMW,X6 xDrive50i,2017,78500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,42000,445.0,4.4,8.0,,2023-08-14,
Chevrolet,Tahoe LT,2018,75000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,36000,355.0,5.3,8.0,73.0,2023-03-31,2023-06-12
Ford,F-150 SVT Raptor,2014,89988,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Red,At least 1 accident or damage reported,Yes,42500,411.0,6.2,8.0,87.0,2023-02-27,2023-05-25
Subaru,Outback 3.0 R VDC Limited,2005,107000,Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,7100,250.0,3.0,6.0,55.0,2023-01-13,2023-03-09
Alfa,Romeo Giulia Ti,2019,21400,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,28500,280.0,2.0,4.0,,2023-09-10,
Mazda,CX-7 Grand Touring,2007,83150,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,6950,244.0,2.3,4.0,65.0,2023-05-15,2023-07-19
Ford,F-150 Platinum,2018,92000,Diesel,250.0HP 3.0L V6 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,36500,250.0,3.0,6.0,69.0,2023-03-13,2023-05-21
Mercedes-Benz,GLE 350 Base 4MATIC,2021,15042,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Brown,None reported,No,54599,292.0,2.0,4.0,61.0,2023-06-09,2023-08-09
Audi,A7 3.0T Premium Plus,2017,39000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,35000,333.0,3.0,6.0,47.0,2023-02-24,2023-04-12
RAM,2500 Laramie,2017,67483,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,46500,410.0,6.4,8.0,30.0,2023-04-03,2023-05-03
Audi,S8 4.0T Plus,2017,54300,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,53500,605.0,4.0,8.0,29.0,2023-05-17,2023-06-15
Hyundai,Sonata Hybrid Limited,2022,30565,Hybrid,192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None reported,Yes,29000,192.0,2.0,4.0,19.0,2023-08-10,2023-08-29
Audi,A8 L 4.0T,2016,142666,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000,450.0,4.0,8.0,40.0,2023-05-17,2023-06-26
Ford,Ranger Sport SuperCab,2009,166200,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6999,207.0,4.0,6.0,84.0,2023-07-13,2023-10-05
INFINITI,Q50 Hybrid Premium,2015,88977,Hybrid,354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,19977,354.0,3.5,6.0,,2023-07-13,
BMW,M3 Base,2011,114890,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,20990,414.0,4.0,8.0,116.0,2023-05-19,2023-09-12
Mercedes-Benz,E-Class E 350 4MATIC,2009,171000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,4750,268.0,3.5,6.0,161.0,2023-05-02,2023-10-10
Ford,Explorer sport,2019,90067,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Black,Gray,None reported,No,28590,296.0,3.5,6.0,172.0,2023-03-26,2023-09-14
Chevrolet,Camaro 1LT,2014,97579,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15000,323.0,3.6,6.0,,2023-09-25,
Mazda,MX-5 Miata RF Grand Touring,2017,52000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,20500,155.0,2.0,4.0,106.0,2023-02-04,2023-05-21
Jeep,Grand Cherokee L Limited,2021,25968,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,White,Brown,None reported,No,38405,172.0,3.6,6.0,94.0,2023-04-14,2023-07-17
MINI,Hardtop Cooper S,2016,41680,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,17495,189.0,2.0,4.0,,2023-10-15,
Saab,9-3 SE,2002,77200,Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,7500,205.0,2.0,4.0,33.0,2023-08-21,2023-09-23
BMW,X5 xDrive40i,2019,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,–,None reported,Yes,43000,335.0,3.0,6.0,23.0,2023-01-16,2023-02-08
Porsche,Macan,2021,21613,Gasoline,2.0 Liter,Automatic,White,–,None reported,No,58998,314.0,2.0,5.5,9.0,2023-08-07,2023-08-16
Audi,Q3 S line Premium Plus,2022,17377,Gasoline,2.0 Liter TFSI,Automatic,White,Gray,None reported,No,39998,292.0,2.0,4.5,10.0,2023-03-25,2023-04-04
GMC,Acadia SLE,2020,30426,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Black,Gray,Unknown,No,29645,271.0,2.5,4.0,11.0,2023-03-09,2023-03-20
Audi,allroad 2.7T,2005,153000,Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,–,At least 1 accident or damage reported,Yes,6500,250.0,2.7,6.0,49.0,2023-03-06,2023-04-24
Mercury,Marauder Base,2004,56600,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Silver,Black,None reported,Yes,23000,302.0,4.6,8.0,42.0,2023-03-16,2023-04-27
Hyundai,Genesis 3.8,2015,116612,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,12700,311.0,3.8,6.0,64.0,2023-03-12,2023-05-15
Audi,SQ5 3.0T Premium Plus,2018,72000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,30000,354.0,3.0,6.0,70.0,2023-05-15,2023-07-24
Audi,A8 L 55,2019,39000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,50000,335.0,3.0,6.0,69.0,2023-07-25,2023-10-02
Lincoln,Navigator Base,2008,149000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,10099,300.0,5.4,8.0,,2023-07-30,
BMW,M4 Base,2018,19300,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,64000,425.0,3.0,6.0,69.0,2023-01-29,2023-04-08
Mazda,CX-9 Carbon Edition,2021,27836,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Red,Red,None reported,Yes,36969,458.0,2.5,4.0,,2023-10-15,
Ford,F-150 Lariat,2017,74349,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,36000,375.0,3.5,6.0,49.0,2023-01-16,2023-03-06
Ford,F-250 Lariat,2019,85000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000,450.0,6.7,8.0,61.0,2023-02-05,2023-04-07
Mercedes-Benz,GLS 450 Base 4MATIC,2017,46100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,33000,362.0,3.0,6.0,23.0,2023-04-16,2023-05-09
Hyundai,Santa Fe SEL Plus 2.4,2019,49500,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,28000,185.0,2.4,4.0,22.0,2023-01-05,2023-01-27
Mercedes-Benz,E-Class E 350,2012,31130,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23500,302.0,3.5,6.0,21.0,2023-03-15,2023-04-05
Ford,F-250 XLT SuperCab Super Duty,2008,149460,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,12240,350.0,6.4,8.0,53.0,2023-07-30,2023-09-21
Mercury,Marauder Base,2003,90000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,15500,302.0,4.6,8.0,55.0,2023-06-10,2023-08-04
Ford,Transit-350 XLT,2021,48000,E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,57000,275.0,3.5,6.0,55.0,2023-04-19,2023-06-13
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,98000,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15500,248.0,3.5,6.0,71.0,2023-06-09,2023-08-19
Volkswagen,Arteon SEL R-Line,2022,18655,Gasoline,2.0 Liter TSI,Automatic,Black,–,None reported,No,38698,286.0,2.0,7.0,,2023-08-18,
Chevrolet,Suburban 2500 LS,2006,60000,Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,24950,325.0,8.1,8.0,,2023-09-26,
Chevrolet,Suburban 1500 LT,2014,169500,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Green,Brown,None reported,Yes,15000,320.0,5.3,8.0,83.0,2023-04-11,2023-07-03
Mitsubishi,Eclipse GS,2008,189500,Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,6000,162.0,2.4,4.0,122.0,2023-05-26,2023-09-25
Toyota,Land Cruiser Base,2016,91000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,68500,381.0,5.7,8.0,,2023-07-18,
Genesis,G80 2.5T,2022,7396,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Green,Black,None reported,No,41299,310.0,2.5,4.0,122.0,2023-02-23,2023-06-25
Toyota,Tundra SR5 Access Cab,2004,229450,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,8250,240.0,4.7,8.0,,2023-05-12,
Audi,RS 5 4.2,2014,49098,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44900,450.0,4.2,8.0,143.0,2023-01-01,2023-05-24
Nissan,Rogue S,2022,21212,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic CVT,White,Red,None reported,No,28906,425.0,1.5,3.0,,2023-08-11,
Porsche,Panamera 4S,2010,62743,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,28600,400.0,4.8,8.0,77.0,2023-07-06,2023-09-21
